Name,Set Number,Set Name,Price (1),Date (1),Price (2),Date (2),$ Change
Converging Wishes,KICO-EN059,Kings Court,0.23,2021-07-04 ,0.06,2023-10-01 ,-0.17
Scrap Twin Dragon,KICO-EN038,Kings Court,0.18,2021-07-05 ,0.15,2023-10-01 ,-0.03
"Chaofeng, Phantom of the Yang Zing",KICO-EN041,Kings Court,1.02,2021-07-05 ,0.33,2023-10-01 ,-0.69
Arcana Triumph Joker (Collector's Rare),KICO-EN001,Kings Court,60.77,2021-08-14 ,27.88,2023-10-01 ,-32.89
Joker's Knight (Collector's Rare),KICO-EN002,Kings Court,52.5,2021-08-14 ,25.29,2023-10-01 ,-27.21
Joker's Straight (Collector's Rare),KICO-EN004,Kings Court,27.63,2021-08-14 ,18.17,2023-10-01 ,-9.46
Number F0: Utopic Draco Future (Collector's Rare),KICO-EN013,Kings Court,84.32,2021-08-14 ,50.21,2023-10-01 ,-34.11
Gilti-Gearfried the Magical Steel Knight (Collector's Rare),KICO-EN014,Kings Court,21.44,2021-08-14 ,15.57,2023-10-01 ,-5.87
Hyper Galaxy (Collector's Rare),KICO-EN021,Kings Court,20.85,2021-08-14 ,12.44,2023-10-01 ,-8.41
Queen's Knight (Collector's Rare),KICO-EN026,Kings Court,44.67,2021-08-14 ,27.57,2023-10-01 ,-17.1
King's Knight (Collector's Rare),KICO-EN027,Kings Court,38.8,2021-08-14 ,21.85,2023-10-01 ,-16.95
Jack's Knight (Collector's Rare),KICO-EN028,Kings Court,35.21,2021-08-14 ,16.29,2023-10-01 ,-18.92
Rescue Rabbit (Collector's Rare),KICO-EN034,Kings Court,51.65,2021-08-14 ,29.71,2023-10-01 ,-21.94
Number 39: Utopia (Collector's Rare),KICO-EN042,Kings Court,56.47,2021-08-14 ,16.47,2023-10-01 ,-40.0
Reinforcement of the Army (Collector's Rare),KICO-EN051,Kings Court,94.29,2021-08-14 ,84.72,2023-10-01 ,-9.57
Lightning Storm (Collector's Rare),KICO-EN057,Kings Court,98.12,2021-08-14 ,39.75,2023-10-01 ,-58.37
Rivalry of Warlords (Collector's Rare),KICO-EN058,Kings Court,49.05,2021-08-14 ,85.77,2023-10-01 ,36.72
Slifer the Sky Dragon (Secret Pharaoh's Rare),KICO-EN063,Kings Court,514.88,2021-08-14 ,195.4,2023-10-01 ,-319.48
Slifer the Sky Dragon (Ultra Pharaoh's Rare),KICO-EN063,Kings Court,82.64,2021-08-14 ,38.91,2023-10-01 ,-43.73
Obelisk the Tormentor (Ultra Pharaoh's Rare),KICO-EN064,Kings Court,69.43,2021-08-14 ,28.49,2023-10-01 ,-40.94
Obelisk the Tormentor (Secret Pharaoh's Rare),KICO-EN064,Kings Court,365.56,2021-08-14 ,131.38,2023-10-01 ,-234.18
The Winged Dragon of Ra (Secret Pharaoh's Rare),KICO-EN065,Kings Court,320.63,2021-08-14 ,142.27,2023-10-01 ,-178.36
The Winged Dragon of Ra (Ultra Pharaoh's Rare),KICO-EN065,Kings Court,73.49,2021-08-14 ,44.53,2023-10-01 ,-28.96
Imperial Bower (Collector's Rare),KICO-EN003,Kings Court,27.09,2021-08-14 ,14.83,2023-10-01 ,-12.26
Beetrooper Scout Buggy,DAMA-EN000,Dawn of Majesty,11.94,2021-08-14 ,1.52,2023-10-01 ,-10.42
Stardust Synchron,DAMA-EN002,Dawn of Majesty,16.09,2021-08-14 ,4.25,2023-10-01 ,-11.84
Stardust Trail,DAMA-EN003,Dawn of Majesty,0.13,2021-08-14 ,0.1,2023-10-01 ,-0.03
Despian Comedy,DAMA-EN004,Dawn of Majesty,0.19,2021-08-14 ,0.15,2023-10-01 ,-0.04
Despian Tragedy,DAMA-EN005,Dawn of Majesty,0.11,2021-08-14 ,0.12,2023-10-01 ,0.01
Aluber the Jester of Despia,DAMA-EN006,Dawn of Majesty,43.21,2021-08-14 ,4.31,2023-10-01 ,-38.9
Dramaturge of Despia,DAMA-EN007,Dawn of Majesty,6.62,2021-08-14 ,0.3,2023-10-01 ,-6.32
The Iris Swordsoul,DAMA-EN009,Dawn of Majesty,28.04,2021-08-14 ,2.92,2023-10-01 ,-25.12
"Clavkiys, the Magikey Skyblaster",DAMA-EN010,Dawn of Majesty,0.14,2021-08-14 ,0.09,2023-10-01 ,-0.05
Gunkan Suship Shari,DAMA-EN011,Dawn of Majesty,0.13,2021-08-14 ,0.1,2023-10-01 ,-0.03
Gunkan Suship Ikura,DAMA-EN012,Dawn of Majesty,0.15,2021-08-14 ,0.1,2023-10-01 ,-0.05
Converging Wills Dragon,DAMA-EN001,Dawn of Majesty,0.14,2021-08-14 ,0.1,2023-10-01 ,-0.04
"Gizmek Inaba, the Hopping Hare of Hakuto",DAMA-EN015,Dawn of Majesty,0.17,2021-08-14 ,0.12,2023-10-01 ,-0.05
"Gizmek Naganaki, the Sunrise Signaler",DAMA-EN016,Dawn of Majesty,1.15,2021-08-14 ,0.9,2023-10-01 ,-0.25
"Gizmek Taniguku, the Immobile Intellect",DAMA-EN017,Dawn of Majesty,0.69,2021-08-14 ,0.2,2023-10-01 ,-0.49
"Gizmek Arakami, the Hailbringer Hog",DAMA-EN018,Dawn of Majesty,0.17,2021-08-14 ,0.16,2023-10-01 ,-0.01
Chronomaly Magella Globe,DAMA-EN013,Dawn of Majesty,0.12,2021-08-14 ,0.11,2023-10-01 ,-0.01
Chronomaly Acambaro Figures,DAMA-EN014,Dawn of Majesty,0.11,2021-08-14 ,0.03,2023-10-01 ,-0.08
Alien Stealthbuster,DAMA-EN021,Dawn of Majesty,0.1,2021-08-14 ,0.08,2023-10-01 ,-0.02
Amazement Assistant Delia,DAMA-EN020,Dawn of Majesty,0.23,2021-08-14 ,0.2,2023-10-01 ,-0.03
Gusto Vedir,DAMA-EN019,Dawn of Majesty,0.12,2021-08-14 ,0.06,2023-10-01 ,-0.06
Albion the Shrouded Dragon,DAMA-EN008,Dawn of Majesty,0.28,2021-08-14 ,1.17,2023-10-01 ,0.89
"Carpiponica, Mystical Beast of the Forest",DAMA-EN022,Dawn of Majesty,0.11,2021-08-14 ,0.04,2023-10-01 ,-0.07
Glacier Aqua Madoor,DAMA-EN023,Dawn of Majesty,0.12,2021-08-14 ,0.03,2023-10-01 ,-0.09
Antihuman Intelligence ME-PSY-YA,DAMA-EN024,Dawn of Majesty,5.07,2021-08-14 ,0.72,2023-10-01 ,-4.35
Protecting Spirit Loagaeth,DAMA-EN025,Dawn of Majesty,2.08,2021-08-14 ,1.99,2023-10-01 ,-0.09
Master's Diploman,DAMA-EN026,Dawn of Majesty,0.13,2021-08-14 ,0.04,2023-10-01 ,-0.09
Konohanasakuya,DAMA-EN027,Dawn of Majesty,0.12,2021-08-14 ,0.1,2023-10-01 ,-0.02
Doombearer Psychopompos,DAMA-EN028,Dawn of Majesty,0.11,2021-08-14 ,0.05,2023-10-01 ,-0.06
Slower Swallow,DAMA-EN029,Dawn of Majesty,0.11,2021-08-14 ,0.05,2023-10-01 ,-0.06
Saambell the Star Bonder,DAMA-EN030,Dawn of Majesty,0.11,2021-08-14 ,0.08,2023-10-01 ,-0.03
Aeropixthree,DAMA-EN031,Dawn of Majesty,0.12,2021-08-14 ,0.06,2023-10-01 ,-0.06
Magikey Mechmusket - Batosbuster,DAMA-EN032,Dawn of Majesty,0.28,2021-08-14 ,0.28,2023-10-01 ,0.0
Magikey Mechmortar - Garesglasser,DAMA-EN033,Dawn of Majesty,0.26,2021-08-14 ,0.2,2023-10-01 ,-0.06
Despian Quaeritis,DAMA-EN034,Dawn of Majesty,6.36,2021-08-14 ,1.66,2023-10-01 ,-4.7
Despian Proskenion,DAMA-EN035,Dawn of Majesty,0.19,2021-08-14 ,0.95,2023-10-01 ,0.76
Magikey Beast - Ansyalabolas,DAMA-EN036,Dawn of Majesty,0.3,2021-08-14 ,0.19,2023-10-01 ,-0.11
Magikey Dragon - Andrabime,DAMA-EN037,Dawn of Majesty,0.3,2021-08-14 ,0.18,2023-10-01 ,-0.12
Allvain the Essence of Vanity,DAMA-EN038,Dawn of Majesty,0.18,2021-08-14 ,0.11,2023-10-01 ,-0.07
Shooting Majestic Star Dragon,DAMA-EN039,Dawn of Majesty,8.35,2021-08-14 ,7.76,2023-10-01 ,-0.59
Daigusto Laplampilica,DAMA-EN040,Dawn of Majesty,0.24,2021-08-14 ,0.17,2023-10-01 ,-0.07
Stellar Wind Wolfrayet,DAMA-EN041,Dawn of Majesty,2.84,2021-08-14 ,0.53,2023-10-01 ,-2.31
Gaiarmor Dragonshell,DAMA-EN042,Dawn of Majesty,0.1,2021-08-14 ,0.06,2023-10-01 ,-0.04
Gunkan Suship Ikura-class Dreadnought,DAMA-EN043,Dawn of Majesty,0.12,2021-08-14 ,0.12,2023-10-01 ,0.0
Chronomaly Vimana,DAMA-EN044,Dawn of Majesty,1.48,2021-08-14 ,0.38,2023-10-01 ,-1.1
"Voloferniges, the Darkest Dragon Doomrider",DAMA-EN045,Dawn of Majesty,0.17,2021-08-14 ,0.22,2023-10-01 ,0.05
Dragonlark Pairen,DAMA-EN046,Dawn of Majesty,0.11,2021-08-14 ,0.06,2023-10-01 ,-0.05
Cosmic Slicer Zer'oll,DAMA-EN047,Dawn of Majesty,0.1,2021-08-14 ,0.09,2023-10-01 ,-0.01
GranSolfachord Musecia,DAMA-EN048,Dawn of Majesty,0.79,2021-08-14 ,0.49,2023-10-01 ,-0.3
Dispatchparazzi,DAMA-EN049,Dawn of Majesty,0.14,2021-08-14 ,0.05,2023-10-01 ,-0.09
Arrive in Light,DAMA-EN050,Dawn of Majesty,4.22,2021-08-14 ,3.53,2023-10-01 ,-0.69
Stardust Illumination,DAMA-EN051,Dawn of Majesty,1.55,2021-08-14 ,1.89,2023-10-01 ,0.34
Majestic Absorption,DAMA-EN052,Dawn of Majesty,0.1,2021-08-14 ,0.06,2023-10-01 ,-0.04
"Despia, Theater of the Branded",DAMA-EN053,Dawn of Majesty,0.11,2021-08-14 ,0.11,2023-10-01 ,0.0
Branded Opening,DAMA-EN054,Dawn of Majesty,0.39,2021-08-14 ,5.82,2023-10-01 ,5.43
Branded Bond,DAMA-EN055,Dawn of Majesty,0.12,2021-08-14 ,0.06,2023-10-01 ,-0.06
Magikey Maftea,DAMA-EN056,Dawn of Majesty,3.07,2021-08-14 ,1.4,2023-10-01 ,-1.67
Magikey World,DAMA-EN057,Dawn of Majesty,3.77,2021-08-14 ,1.25,2023-10-01 ,-2.52
Gunkan Sushipyard Seaside Supper Spot,DAMA-EN058,Dawn of Majesty,0.13,2021-08-14 ,0.08,2023-10-01 ,-0.05
Chronomaly Temple - Trilithon,DAMA-EN059,Dawn of Majesty,0.11,2021-08-14 ,0.04,2023-10-01 ,-0.07
Sacred Scrolls of the Gizmek Legend,DAMA-EN060,Dawn of Majesty,2.71,2021-08-14 ,0.32,2023-10-01 ,-2.39
Tailwind of Gusto,DAMA-EN061,Dawn of Majesty,0.11,2021-08-14 ,0.07,2023-10-01 ,-0.04
Live Twin Sunny's Snitch,DAMA-EN062,Dawn of Majesty,1.15,2021-08-14 ,1.33,2023-10-01 ,0.18
Triamid Loading,DAMA-EN063,Dawn of Majesty,0.12,2021-08-14 ,0.07,2023-10-01 ,-0.05
Dimer Synthesis,DAMA-EN064,Dawn of Majesty,0.1,2021-08-14 ,0.08,2023-10-01 ,-0.02
High Ritual Art,DAMA-EN065,Dawn of Majesty,1.32,2021-08-14 ,0.27,2023-10-01 ,-1.05
Ready Fusion,DAMA-EN066,Dawn of Majesty,31.55,2021-08-14 ,1.94,2023-10-01 ,-29.61
Synchro Overtake,DAMA-EN067,Dawn of Majesty,14.44,2021-08-14 ,2.23,2023-10-01 ,-12.21
Pendulum Treasure,DAMA-EN068,Dawn of Majesty,0.2,2021-08-14 ,0.21,2023-10-01 ,0.01
Margin Trading,DAMA-EN069,Dawn of Majesty,0.11,2021-08-14 ,0.08,2023-10-01 ,-0.03
Majestic Mirage,DAMA-EN070,Dawn of Majesty,0.18,2021-08-14 ,0.16,2023-10-01 ,-0.02
Springans Interluder,DAMA-EN071,Dawn of Majesty,0.11,2021-08-14 ,0.07,2023-10-01 ,-0.04
Magikey Duo,DAMA-EN072,Dawn of Majesty,0.14,2021-08-14 ,0.07,2023-10-01 ,-0.07
Magikey Unlocking,DAMA-EN073,Dawn of Majesty,0.13,2021-08-14 ,0.07,2023-10-01 ,-0.06
Gunkan Suship Daily Special,DAMA-EN074,Dawn of Majesty,0.14,2021-08-14 ,0.07,2023-10-01 ,-0.07
Chronomaly Esperanza Glyph,DAMA-EN075,Dawn of Majesty,0.12,2021-08-14 ,0.07,2023-10-01 ,-0.05
Amaze Attraction Viking Vortex,DAMA-EN076,Dawn of Majesty,0.13,2021-08-14 ,0.05,2023-10-01 ,-0.08
Monster Assortment,DAMA-EN077,Dawn of Majesty,0.1,2021-08-14 ,0.02,2023-10-01 ,-0.08
Beast King Unleashed,DAMA-EN078,Dawn of Majesty,0.11,2021-08-14 ,0.03,2023-10-01 ,-0.08
Stall Turn,DAMA-EN079,Dawn of Majesty,0.2,2021-08-14 ,0.1,2023-10-01 ,-0.1
Jar of Generosity,DAMA-EN080,Dawn of Majesty,0.13,2021-08-14 ,0.03,2023-10-01 ,-0.1
Baby Mudragon,DAMA-EN081,Dawn of Majesty,0.12,2021-08-14 ,0.05,2023-10-01 ,-0.07
Pazuzule,DAMA-EN082,Dawn of Majesty,0.13,2021-08-14 ,0.01,2023-10-01 ,-0.12
Night's End Administrator,DAMA-EN083,Dawn of Majesty,0.14,2021-08-14 ,0.15,2023-10-01 ,0.01
"Ra'ten, the Heavenly General",DAMA-EN084,Dawn of Majesty,0.1,2021-08-14 ,0.14,2023-10-01 ,0.04
D.D.D. - Different Dimension Derby,DAMA-EN085,Dawn of Majesty,0.12,2021-08-14 ,0.05,2023-10-01 ,-0.07
Beetrooper Scale Bomber,DAMA-EN086,Dawn of Majesty,0.26,2021-08-14 ,0.26,2023-10-01 ,0.0
Beetrooper Sting Lancer,DAMA-EN087,Dawn of Majesty,2.36,2021-08-14 ,1.2,2023-10-01 ,-1.16
Beetrooper Armor Horn,DAMA-EN088,Dawn of Majesty,0.26,2021-08-14 ,0.24,2023-10-01 ,-0.02
Giant Beetrooper Invincible Atlas,DAMA-EN089,Dawn of Majesty,1.64,2021-08-14 ,1.11,2023-10-01 ,-0.53
Beetrooper Formation,DAMA-EN090,Dawn of Majesty,0.22,2021-08-14 ,0.18,2023-10-01 ,-0.04
Beetrooper Fly & Sting,DAMA-EN091,Dawn of Majesty,0.17,2021-08-14 ,0.05,2023-10-01 ,-0.12
Link Apple,DAMA-EN092,Dawn of Majesty,0.21,2021-08-14 ,0.1,2023-10-01 ,-0.11
Flying Red Carp,DAMA-EN093,Dawn of Majesty,0.11,2021-08-14 ,0.05,2023-10-01 ,-0.06
Dinowrestler Iguanodraka,DAMA-EN094,Dawn of Majesty,0.17,2021-08-14 ,0.15,2023-10-01 ,-0.02
Tindangle Jhrelth,DAMA-EN095,Dawn of Majesty,0.13,2021-08-14 ,0.12,2023-10-01 ,-0.01
Shinobi Insect Hagakuremino,DAMA-EN096,Dawn of Majesty,0.13,2021-08-14 ,0.11,2023-10-01 ,-0.02
Two Toads with One Sting,DAMA-EN097,Dawn of Majesty,0.1,2021-08-14 ,0.04,2023-10-01 ,-0.06
Trickstar Festival,DAMA-EN098,Dawn of Majesty,0.2,2021-08-14 ,0.27,2023-10-01 ,0.07
Gouki Finishing Move,DAMA-EN099,Dawn of Majesty,0.1,2021-08-14 ,0.07,2023-10-01 ,-0.03
Stardust Dragon,DAMA-EN100,Dawn of Majesty,734.98,2021-08-14 ,664.75,2023-10-01 ,-70.23
Beetrooper Scout Buggy (DAMA-ENSP1),DAMA-ENSP1,Dawn of Majesty,20.0,2021-08-14 ,6.81,2023-10-01 ,-13.19
The Iris Swordsoul (Starlight Rare),DAMA-EN009,Dawn of Majesty,296.66,2021-08-14 ,118.69,2023-10-01 ,-177.97
Antihuman Intelligence ME-PSY-YA (Starlight Rare),DAMA-EN024,Dawn of Majesty,135.0,2021-08-14 ,65.87,2023-10-01 ,-69.13
Shooting Majestic Star Dragon (Starlight Rare),DAMA-EN039,Dawn of Majesty,259.99,2021-08-14 ,162.63,2023-10-01 ,-97.36
Protecting Spirit Loagaeth (Starlight Rare),DAMA-EN025,Dawn of Majesty,179.97,2021-08-17 ,77.89,2023-10-01 ,-102.08
Dark Beckoning Beast,MP21-EN249,2021 Tin of Ancient Battles,0.98,2021-10-03 ,0.29,2023-10-01 ,-0.69
Chaos Summoning Beast,MP21-EN250,2021 Tin of Ancient Battles,0.31,2021-10-03 ,0.16,2023-10-01 ,-0.15
Opening of the Spirit Gates,MP21-EN251,2021 Tin of Ancient Battles,0.8,2021-10-03 ,0.32,2023-10-01 ,-0.48
"Uria, Lord of Searing Flames",MP21-EN252,2021 Tin of Ancient Battles,1.02,2021-10-03 ,0.61,2023-10-01 ,-0.41
"Hamon, Lord of Striking Thunder",MP21-EN253,2021 Tin of Ancient Battles,0.99,2021-10-03 ,0.55,2023-10-01 ,-0.44
"Raviel, Lord of Phantasms",MP21-EN254,2021 Tin of Ancient Battles,0.9,2021-10-03 ,0.48,2023-10-01 ,-0.42
True Light,MP21-EN255,2021 Tin of Ancient Battles,4.46,2021-10-03 ,0.65,2023-10-01 ,-3.81
Magician's Salvation,MP21-EN256,2021 Tin of Ancient Battles,4.59,2021-10-03 ,0.41,2023-10-01 ,-4.18
Piercing the Darkness,MP21-EN257,2021 Tin of Ancient Battles,2.74,2021-10-03 ,0.28,2023-10-01 ,-2.46
Crossout Designator,MP21-EN258,2021 Tin of Ancient Battles,106.04,2021-10-03 ,11.26,2023-10-01 ,-94.78
Cyberse Accelerator,MP21-EN241,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.05,2023-10-01 ,-0.11
Gouki Destroy Ogre,MP21-EN242,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.09,2023-10-01 ,-0.06
Qadshaddoll Keios,MP21-EN243,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.13,2023-10-01 ,-0.07
Reeshaddoll Wendi,MP21-EN244,2021 Tin of Ancient Battles,1.01,2021-10-03 ,0.19,2023-10-01 ,-0.82
Naelshaddoll Ariel,MP21-EN245,2021 Tin of Ancient Battles,0.59,2021-10-03 ,0.19,2023-10-01 ,-0.4
El Shaddoll Apkallone,MP21-EN246,2021 Tin of Ancient Battles,1.78,2021-10-03 ,0.33,2023-10-01 ,-1.45
El Shaddoll Construct,MP21-EN247,2021 Tin of Ancient Battles,1.41,2021-10-03 ,0.31,2023-10-01 ,-1.1
Adamancipator Resonance,MP21-EN236,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.11,2023-10-01 ,-0.1
Adamancipator Relief,MP21-EN235,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.11,2023-10-01 ,-0.1
Adamancipator Signs,MP21-EN234,2021 Tin of Ancient Battles,0.78,2021-10-03 ,0.26,2023-10-01 ,-0.52
Adamancipator Laputite,MP21-EN233,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.14,2023-10-01 ,-0.05
Adamancipator Risen - Dragite,MP21-EN232,2021 Tin of Ancient Battles,0.52,2021-10-03 ,1.08,2023-10-01 ,0.56
Adamancipator Risen - Raptite,MP21-EN231,2021 Tin of Ancient Battles,0.23,2021-10-03 ,0.17,2023-10-01 ,-0.06
Adamancipator Risen - Leonite,MP21-EN230,2021 Tin of Ancient Battles,0.34,2021-10-03 ,0.12,2023-10-01 ,-0.22
Adamancipator Crystal - Dragite,MP21-EN229,2021 Tin of Ancient Battles,0.27,2021-10-03 ,0.21,2023-10-01 ,-0.06
Adamancipator Crystal - Raptite,MP21-EN228,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.12,2023-10-01 ,-0.08
Adamancipator Crystal - Leonite,MP21-EN227,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.07,2023-10-01 ,-0.12
Adamancipator Analyzer,MP21-EN226,2021 Tin of Ancient Battles,0.25,2021-10-03 ,0.13,2023-10-01 ,-0.12
Adamancipator Researcher,MP21-EN225,2021 Tin of Ancient Battles,3.16,2021-10-03 ,0.41,2023-10-01 ,-2.75
Adamancipator Seeker,MP21-EN224,2021 Tin of Ancient Battles,0.23,2021-10-03 ,0.15,2023-10-01 ,-0.08
Virtual World Hime - Nyannyan,MP21-EN223,2021 Tin of Ancient Battles,1.87,2021-10-03 ,0.2,2023-10-01 ,-1.67
Virtual World Dragon - Longlong,MP21-EN222,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.13,2023-10-01 ,-0.07
Virtual World Beast - Jiujiu,MP21-EN221,2021 Tin of Ancient Battles,0.22,2021-10-03 ,0.15,2023-10-01 ,-0.07
"Periallis, Empress of Blossoms",MP21-EN220,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.12,2023-10-01 ,-0.06
Jabbing Panda,MP21-EN219,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.04,2023-10-01 ,-0.08
Mahaama the Fairy Dragon,MP21-EN218,2021 Tin of Ancient Battles,0.27,2021-10-03 ,0.16,2023-10-01 ,-0.11
One or Eight,MP21-EN217,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.05,2023-10-01 ,-0.07
Warning Point,MP21-EN216,2021 Tin of Ancient Battles,0.37,2021-10-03 ,0.11,2023-10-01 ,-0.26
Free-Range Monsters,MP21-EN215,2021 Tin of Ancient Battles,0.14,2021-10-03 ,0.04,2023-10-01 ,-0.1
Pikari @Ignister,MP21-EN001,2021 Tin of Ancient Battles,0.85,2021-10-03 ,0.14,2023-10-01 ,-0.71
Virtual World Gate - Chuche,MP21-EN214,2021 Tin of Ancient Battles,0.28,2021-10-03 ,0.13,2023-10-01 ,-0.15
Tri-Brigade Oath,MP21-EN213,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.11,2023-10-01 ,-0.07
Tri-Brigade Revolt,MP21-EN212,2021 Tin of Ancient Battles,3.2,2021-10-03 ,0.41,2023-10-01 ,-2.79
Raidraptor's Phantom Knights Claw,MP21-EN211,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.09,2023-10-01 ,-0.11
Raider's Unbreakable Mind,MP21-EN210,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.06,2023-10-01 ,-0.13
Jack-In-The-Hand,MP21-EN209,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.23,2023-10-01 ,0.03
Xyz Import,MP21-EN208,2021 Tin of Ancient Battles,0.23,2021-10-03 ,0.13,2023-10-01 ,-0.1
Rookie Fur Hire,MP21-EN207,2021 Tin of Ancient Battles,0.2,2021-10-03 ,0.16,2023-10-01 ,-0.04
Charge Into a Dark World,MP21-EN206,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.09,2023-10-01 ,-0.06
Virtual World City - Kauwloon,MP21-EN204,2021 Tin of Ancient Battles,0.28,2021-10-03 ,0.14,2023-10-01 ,-0.14
Dogmatikacism,MP21-EN203,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.09,2023-10-01 ,-0.1
Tri-Brigade Airborne Assault,MP21-EN202,2021 Tin of Ancient Battles,0.23,2021-10-03 ,0.16,2023-10-01 ,-0.07
Tri-Brigade Stand-Off,MP21-EN201,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.13,2023-10-01 ,-0.04
Phantom Knights' Rank-Up-Magic Force,MP21-EN200,2021 Tin of Ancient Battles,0.27,2021-10-03 ,0.19,2023-10-01 ,-0.08
Doyon @Ignister,MP21-EN002,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.08,2023-10-01 ,-0.11
Achichi @Ignister,MP21-EN003,2021 Tin of Ancient Battles,0.75,2021-10-03 ,0.24,2023-10-01 ,-0.51
Arcjet Lightcraft,MP21-EN004,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.05,2023-10-01 ,-0.11
Tri-Brigade Shuraig the Ominous Omen,MP21-EN198,2021 Tin of Ancient Battles,2.25,2021-10-03 ,0.8,2023-10-01 ,-1.45
Sky Striker Ace - Roze,MP21-EN005,2021 Tin of Ancient Battles,3.97,2021-10-03 ,0.67,2023-10-01 ,-3.3
Tri-Brigade Rugal the Silver Sheller,MP21-EN197,2021 Tin of Ancient Battles,0.27,2021-10-03 ,0.2,2023-10-01 ,-0.07
Witchcrafter Genni,MP21-EN006,2021 Tin of Ancient Battles,0.25,2021-10-03 ,0.06,2023-10-01 ,-0.19
Tri-Brigade Ferrijit the Barren Blossom,MP21-EN196,2021 Tin of Ancient Battles,1.94,2021-10-03 ,0.94,2023-10-01 ,-1.0
Divine Arsenal AA-ZEUS - Sky Thunder,MP21-EN195,2021 Tin of Ancient Battles,19.06,2021-10-03 ,16.96,2023-10-01 ,-2.1
"Gizmek Kaku, the Supreme Shining Sky Stag",MP21-EN007,2021 Tin of Ancient Battles,1.01,2021-10-03 ,0.17,2023-10-01 ,-0.84
Joyous Melffys,MP21-EN194,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.18,2023-10-01 ,0.01
Jack-o-Bolan,MP21-EN008,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.13,2023-10-01 ,-0.06
Virtual World Phoenix - Fanfan,MP21-EN193,2021 Tin of Ancient Battles,0.27,2021-10-03 ,0.16,2023-10-01 ,-0.11
Virtual World Shell - Jaja,MP21-EN192,2021 Tin of Ancient Battles,0.23,2021-10-03 ,0.1,2023-10-01 ,-0.13
Obsessive Uvualoop,MP21-EN010,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.19,2023-10-01 ,0.07
Arc Rebellion Xyz Dragon,MP21-EN191,2021 Tin of Ancient Battles,0.46,2021-10-03 ,0.21,2023-10-01 ,-0.25
Raider's Knight,MP21-EN190,2021 Tin of Ancient Battles,0.28,2021-10-03 ,0.5,2023-10-01 ,0.22
Penguin Brave,MP21-EN189,2021 Tin of Ancient Battles,0.15,2021-10-03 ,0.09,2023-10-01 ,-0.06
Infernoble Knight Captain Oliver,MP21-EN188,2021 Tin of Ancient Battles,0.19,2021-10-03 ,0.1,2023-10-01 ,-0.09
Daruma Dropper,MP21-EN011,2021 Tin of Ancient Battles,0.09,2021-10-03 ,0.05,2023-10-01 ,-0.04
Infernity Doom Archfiend,MP21-EN187,2021 Tin of Ancient Battles,0.17,2021-10-03 ,0.06,2023-10-01 ,-0.11
Transcicada,MP21-EN012,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.07,2023-10-01 ,-0.05
Virtual World Kyubi - Shenshen,MP21-EN186,2021 Tin of Ancient Battles,0.89,2021-10-03 ,0.23,2023-10-01 ,-0.66
Squeaknight,MP21-EN013,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.07,2023-10-01 ,-0.09
Battle Survivor,MP21-EN014,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.05,2023-10-01 ,-0.11
Brigrand the Glory Dragon,MP21-EN185,2021 Tin of Ancient Battles,0.25,2021-10-03 ,0.14,2023-10-01 ,-0.11
Wind Pegasus @Ignister,MP21-EN015,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.17,2023-10-01 ,-0.04
Hinezumi Hanabi,MP21-EN184,2021 Tin of Ancient Battles,0.16,2021-10-03 ,0.05,2023-10-01 ,-0.11
Gluttonous Reptolphin Greethys,MP21-EN183,2021 Tin of Ancient Battles,0.12,2021-10-03 ,0.12,2023-10-01 ,0.0
Light Dragon @Ignister,MP21-EN016,2021 Tin of Ancient Battles,0.18,2021-10-03 ,0.09,2023-10-01 ,-0.09
Magical Broker,MP21-EN182,2021 Tin of Ancient Battles,0.21,2021-10-03 ,0.05,2023-10-01 ,-0.16
